id,mission,disposition,label,orbital_period_days,transit_duration_hours,transit_depth_ppm,planet_radius_re,equilibrium_temp_k,insolation_flux_earth,stellar_teff_k,stellar_radius_re,apparent_mag,ra,dec
10797460,Kepler,CONFIRMED,1,9.48803557,2.9575,615.8,2.26,793.0,93.59,5455.0,0.927,15.347,291.93423,48.141651
10797460,Kepler,CONFIRMED,1,54.4183827,4.507,874.8,2.83,443.0,9.11,5455.0,0.927,15.347,291.93423,48.141651
10848459,Kepler,FALSE POSITIVE,0,1.736952453,2.40641,8079.2,33.46,1395.0,891.96,5805.0,0.791,15.597,285.53461,48.28521
10854555,Kepler,CONFIRMED,1,2.525591777,1.6545,603.3,2.75,1406.0,926.16,6031.0,1.046,15.509,288.75488,48.2262
10872983,Kepler,CONFIRMED,1,11.09432054,4.5945,1517.5,3.9,835.0,114.81,6046.0,0.972,15.714,296.28613,48.22467
10872983,Kepler,CONFIRMED,1,4.13443512,3.1402,686.0,2.77,1160.0,427.65,6046.0,0.972,15.714,296.28613,48.22467
10872983,Kepler,CONFIRMED,1,2.56658897,2.429,226.5,1.59,1360.0,807.74,6046.0,0.972,15.714,296.28613,48.22467
6721123,Kepler,FALSE POSITIVE,0,7.36178958,5.022,233.7,39.21,1342.0,767.22,6227.0,1.958,12.66,298.86435,42.151569
10910878,Kepler,CONFIRMED,1,16.06864674,3.5347,4914.3,5.76,600.0,30.75,5031.0,0.848,15.841,286.99948,48.37579
11446443,Kepler,CONFIRMED,1,2.470613377,1.74319,14231.0,13.04,1339.0,761.46,5820.0,0.964,11.338,286.80847,49.316399
10666592,Kepler,CONFIRMED,1,2.204735417,3.88864,6674.7,16.1,2048.0,4148.92,6440.0,1.952,10.463,292.24728,47.969521
6922244,Kepler,CONFIRMED,1,3.522498429,3.19843,9145.7,14.59,1521.0,1264.67,6225.0,1.451,13.563,281.28812,42.45108
10984090,Kepler,CONFIRMED,1,3.709214104,2.6302,131.1,1.16,1206.0,500.46,5833.0,1.022,12.772,295.64871,48.49556
10419211,Kepler,FALSE POSITIVE,0,11.521446064,3.6399,17984.0,150.51,753.0,75.88,5795.0,0.848,15.472,297.07993,47.597401
10464078,Kepler,FALSE POSITIVE,0,19.40393776,12.2155,8918.7,7.18,523.0,17.69,5043.0,0.68,15.487,289.25821,47.635319
10480982,Kepler,FALSE POSITIVE,0,19.221388942,4.79843,74284.0,49.29,698.0,55.97,6117.0,0.947,15.341,295.81454,47.69035
10485250,Kepler,FALSE POSITIVE,0,16.46983774,9.4378,10479.0,7.94,595.0,29.61,5152.0,0.786,15.788,297.15442,47.668701
10526549,Kepler,CONFIRMED,1,9.27358173,3.2875,1288.3,2.47,649.0,41.85,4856.0,0.696,15.302,288.13824,47.724449
10583066,Kepler,CONFIRMED,1,6.02930329,1.5821,1912.7,2.85,678.0,50.04,4537.0,0.672,15.784,283.71088,47.86327
10583180,Kepler,FALSE POSITIVE,0,2.696370652,3.6129,397.9,1.58,1066.0,305.34,4989.0,0.819,15.269,283.76547,47.804298
10601284,Kepler,CONFIRMED,1,5.349553819,3.0278,831.0,2.55,919.0,168.99,5185.0,0.91,15.416,292.37613,47.880989
10601284,Kepler,CONFIRMED,1,3.94105221,2.5984,363.3,1.7,1018.0,253.15,5185.0,0.91,15.416,292.37613,47.880989
10601284,Kepler,CONFIRMED,1,8.10904807,3.596,217.4,1.3,800.0,97.03,5185.0,0.91,15.416,292.37613,47.880989
2306756,Kepler,FALSE POSITIVE,0,386.6030528,6.8057,24927.0,41.5,297.0,1.84,5543.0,1.58,12.394,292.27374,37.671558
10662202,Kepler,CONFIRMED,1,21.67699193,3.4555,857.2,2.95,530.0,18.64,4954.0,0.828,15.377,290.46512,47.92918
10682541,Kepler,CONFIRMED,1,4.99677968,2.1717,934.7,2.78,917.0,166.95,5339.0,0.847,15.861,297.80826,47.946671
11460018,Kepler,CONFIRMED,1,4.280963604,2.875,750.8,2.3,1012.0,247.87,5644.0,0.831,15.356,294.26581,49.314091
11463211,Kepler,FALSE POSITIVE,0,1.50635409,1.5155,2211.7,4.53,1452.0,1054.12,5714.0,0.831,15.525,295.66522,49.351009
11465813,Kepler,FALSE POSITIVE,0,670.645531,53.412,18091.0,14.14,196.0,0.35,5520.0,0.983,15.207,296.69861,49.316479
11493732,Kepler,FALSE POSITIVE,0,61.2563628,7.633,5123.3,39.87,505.0,15.43,6144.0,1.091,15.25,283.72592,49.479519
11507101,Kepler,CONFIRMED,1,38.3775486,5.588,724.2,2.82,529.0,18.53,5481.0,1.036,15.172,291.72202,49.480869
10910878,Kepler,CONFIRMED,1,41.19725502,4.6297,2213.9,3.86,439.0,8.76,5031.0,0.848,15.841,286.99948,48.37579
10910878,Kepler,CONFIRMED,1,6.252962249,2.5819,1036.9,2.65,823.0,108.3,5031.0,0.848,15.841,286.99948,48.37579
10987985,Kepler,CONFIRMED,1,16.01308419,3.2554,1121.9,3.1,593.0,29.31,5015.0,0.826,15.39,297.02563,48.478588
11018648,Kepler,CONFIRMED,1,32.62876672,4.7971,1804.8,3.36,506.0,15.55,5586.0,0.798,15.082,285.71854,48.505859
11018648,Kepler,CONFIRMED,1,91.7732862,6.473,652.0,2.12,359.0,3.92,5586.0,0.798,15.082,285.71854,48.505859
11138155,Kepler,CONFIRMED,1,4.959319244,2.22739,9802.0,12.21,1103.0,349.4,5712.0,1.082,15.263,292.16705,48.727589
11152159,Kepler,FALSE POSITIVE,0,2.701287801,3.3827,860.4,6.54,1222.0,527.81,5550.0,0.91,15.54,297.92365,48.777321
11153539,Kepler,CONFIRMED,1,4.49876511,3.7362,460.0,2.1,1133.0,389.62,6075.0,0.969,15.395,298.45685,48.791592
11242721,Kepler,FALSE POSITIVE,0,19.651209505,5.2514,11766.0,12.42,730.0,67.03,6074.0,1.063,15.536,291.0939,48.933842
9579641,Kepler,CONFIRMED,1,5.412203927,2.9472,601.6,2.94,1093.0,337.68,5779.0,1.087,12.791,287.88733,46.276241
11304958,Kepler,CONFIRMED,1,41.43958662,10.5989,2793.1,5.5,516.0,16.72,5468.0,1.046,15.4,295.55505,49.017342
11391957,Kepler,CONFIRMED,1,8.35389523,2.2514,1041.6,2.52,790.0,91.9,5592.0,0.787,15.317,285.49924,49.277351
11403044,Kepler,CONFIRMED,1,4.125543472,3.1744,1487.3,4.43,1243.0,565.35,6174.0,1.103,15.506,291.93616,49.253979
11414511,Kepler,CONFIRMED,1,2.816504904,2.50587,16814.0,12.21,1219.0,521.13,5532.0,0.955,15.052,297.01547,49.225288
11442465,Kepler,FALSE POSITIVE,0,33.93373447,14.561,8503.7,7.34,430.0,8.11,5040.0,0.705,15.716,284.17233,49.360722
12110942,Kepler,CONFIRMED,1,3.689920099,2.6557,426.7,1.89,1147.0,408.99,5880.0,0.917,15.242,291.62241,50.61824
12366084,Kepler,CONFIRMED,1,4.431238488,3.15,1010.9,3.25,1104.0,351.23,5714.0,1.015,15.367,295.81616,51.121738
12366084,Kepler,CONFIRMED,1,11.37936986,2.6255,1023.5,3.95,806.0,99.68,5714.0,1.015,15.367,295.81616,51.121738
12404086,Kepler,CONFIRMED,1,26.39432897,3.573,1510.9,3.07,489.0,13.49,5129.0,0.763,15.234,289.39972,51.25032
8395660,Kepler,CONFIRMED,1,13.57078281,3.3539,511.7,2.64,785.0,89.61,5854.0,1.012,12.882,300.86398,44.337551
9579641,Kepler,CONFIRMED,1,7.12594387,3.0014,192.4,1.79,997.0,233.31,5779.0,1.087,12.791,287.88733,46.276241
11656840,Kepler,FALSE POSITIVE,0,7.442652004,2.3078,24446.0,15.03,967.0,206.78,6108.0,0.956,15.27,288.98682,49.733742
11754553,Kepler,CONFIRMED,1,16.38489988,3.0249,1127.1,2.0,433.0,8.35,4126.0,0.615,15.095,286.73804,49.97575
11754553,Kepler,CONFIRMED,1,7.8774163,2.0805,1306.1,2.16,553.0,22.18,4126.0,0.615,15.095,286.73804,49.97575
11754553,Kepler,CONFIRMED,1,36.4454001,4.007,1122.3,1.99,332.0,2.88,4126.0,0.615,15.095,286.73804,49.97575
11812062,Kepler,CONFIRMED,1,3.728732147,2.683,5226.5,6.02,1023.0,258.34,5497.0,0.809,15.523,290.78574,50.054119
11853255,Kepler,CONFIRMED,1,2.243380573,1.1196,821.7,1.99,822.0,107.6,4149.0,0.564,15.135,285.17621,50.149818
11909839,Kepler,FALSE POSITIVE,0,10.405998015,6.5036,14489.0,11.23,833.0,113.94,5746.0,0.924,15.562,289.23553,50.241001
11918099,Kepler,CONFIRMED,1,2.337437946,1.9982,971.2,2.34,1070.0,311.16,5005.0,0.765,15.334,293.83331,50.23035
11923270,Kepler,CONFIRMED,1,11.59822233,2.5237,2804.5,2.65,396.0,5.82,3688.0,0.473,15.937,296.22195,50.28722
11960862,Kepler,CONFIRMED,1,6.575315881,4.3084,2793.3,5.31,1015.0,251.38,5992.0,0.989,15.312,290.09805,50.321609
12020329,Kepler,CONFIRMED,1,7.275040844,7.5377,3001.0,4.86,833.0,113.64,5485.0,0.867,15.08,295.45529,50.49456
12066335,Kepler,CONFIRMED,1,19.27153892,2.7594,1219.8,1.93,393.0,5.66,4077.0,0.56,15.385,293.97336,50.53191
12066335,Kepler,CONFIRMED,1,10.06524317,1.369,1053.3,1.91,488.0,13.43,4077.0,0.56,15.385,293.97336,50.53191
12070811,Kepler,CONFIRMED,1,12.3935651,3.8896,916.6,2.66,677.0,49.68,5557.0,0.75,15.505,296.02133,50.56778
8395660,Kepler,CONFIRMED,1,43.84439721,6.802,615.2,2.87,531.0,18.77,5854.0,1.012,12.882,300.86398,44.337551
3120431,Kepler,FALSE POSITIVE,0,3.341913228,3.813,725.3,21.55,1032.0,268.67,5295.0,0.811,15.629,292.31595,38.27029
3246984,Kepler,FALSE POSITIVE,0,1.626630225,2.1145,1620.6,32.43,1547.0,1355.88,5735.0,0.973,15.279,294.36819,38.31028
3342970,Kepler,CONFIRMED,1,2.711504086,3.0099,837.5,3.12,1420.0,960.79,6214.0,1.076,15.541,291.65353,38.494659
3342970,Kepler,CONFIRMED,1,7.21203748,4.0491,950.4,3.32,1025.0,260.58,6214.0,1.076,15.541,291.65353,38.494659
12459725,Kepler,FALSE POSITIVE,0,14.1798187,2.505,459.9,1.88,711.0,60.35,5799.0,0.878,15.727,291.0448,51.321671
12470844,Kepler,CONFIRMED,1,8.47237911,2.7245,1123.5,2.59,751.0,75.44,5354.0,0.788,15.339,296.36652,51.319519
12470844,Kepler,CONFIRMED,1,60.4189369,5.039,931.3,2.36,390.0,5.49,5354.0,0.788,15.339,296.36652,51.319519
12644822,Kepler,CONFIRMED,1,12.611904345,5.1497,6105.6,7.4,753.0,76.15,5795.0,0.919,15.14,289.11221,51.737381
2440757,Kepler,FALSE POSITIVE,0,1.433769925,1.8868,1976.3,46.58,1920.0,3209.29,6017.0,1.339,15.122,290.84369,37.728828
2445129,Kepler,FALSE POSITIVE,0,10.31872301,3.836,871.7,28.59,876.0,139.26,5927.0,1.06,15.065,291.84891,37.713501
2713049,Kepler,CONFIRMED,1,2.539183147,2.4282,382.1,2.06,1332.0,743.09,5519.0,1.062,15.026,291.43997,37.905659
3114167,Kepler,CONFIRMED,1,6.770300385,2.0844,1304.0,2.77,812.0,102.87,5653.0,0.679,15.591,290.87051,38.273628
3114661,Kepler,FALSE POSITIVE,0,0.444291966,2.0792,10967.0,27.51,1836.0,2706.26,5255.0,0.636,15.748,290.99689,38.28492
4139816,Kepler,CONFIRMED,1,20.06036336,3.3203,1494.7,1.96,361.0,4.0,3950.0,0.493,15.954,286.07913,39.27832
4139816,Kepler,CONFIRMED,1,46.1842039,4.758,1394.7,1.83,273.0,1.32,3950.0,0.493,15.954,286.07913,39.27832
8395660,Kepler,CONFIRMED,1,23.9800854,5.351,104.0,1.31,649.0,41.94,5854.0,1.012,12.882,300.86398,44.337551
4139816,Kepler,CONFIRMED,1,7.82502168,2.186,520.8,1.2,494.0,14.05,3950.0,0.493,15.954,286.07913,39.27832
4275191,Kepler,CONFIRMED,1,3.895936525,2.3111,8544.8,7.34,1005.0,241.62,5557.0,0.774,15.725,294.65524,39.308361
4476123,Kepler,CONFIRMED,1,22.36646466,5.228,986.8,2.32,536.0,19.45,5395.0,0.734,15.583,294.71063,39.52174
3351888,Kepler,CONFIRMED,1,1.625522174,2.38963,7969.0,9.73,1579.0,1467.41,5539.0,1.106,15.001,293.87192,38.422939
3554600,Kepler,FALSE POSITIVE,0,7.544039,6.222,322.6,17.47,838.0,116.46,5657.0,0.824,15.559,293.94116,38.601101
3641726,Kepler,CONFIRMED,1,9.02930689,3.1449,1019.8,2.57,757.0,77.75,5349.0,0.82,15.387,290.33362,38.72823
3734868,Kepler,FALSE POSITIVE,0,10.328035714,7.7915,16918.0,13.28,843.0,119.31,5627.0,1.024,15.646,287.69675,38.886452
3832474,Kepler,CONFIRMED,1,143.2063047,8.9302,10566.0,8.9,308.0,2.14,5485.0,0.867,15.403,285.28363,38.947281
8395660,Kepler,CONFIRMED,1,6.164876,3.262,55.8,0.79,1021.0,256.35,5854.0,1.012,12.882,300.86398,44.337551
3832474,Kepler,CONFIRMED,1,60.32494216,6.6188,20280.0,12.19,411.0,6.77,5485.0,0.867,15.403,285.28363,38.947281
3832474,Kepler,CONFIRMED,1,29.1598615,4.803,488.0,1.91,524.0,17.85,5485.0,0.867,15.403,285.28363,38.947281
3836375,Kepler,FALSE POSITIVE,0,1.540397253,2.1541,816.1,25.69,1470.0,1105.68,5663.0,0.915,15.974,286.92639,38.921631
3838486,Kepler,FALSE POSITIVE,0,2.99025443,5.414,589.2,1.7,918.0,168.45,4667.0,0.731,15.842,287.74881,38.92955
3935914,Kepler,CONFIRMED,1,1.594745374,1.9604,15044.0,11.3,1539.0,1329.42,5934.0,0.893,15.53,285.21381,39.027481
3940418,Kepler,CONFIRMED,1,4.783002698,2.335,1008.7,2.5,886.0,145.48,5170.0,0.807,15.119,287.09399,39.060719
4049131,Kepler,CONFIRMED,1,20.50588921,4.0595,2105.5,3.41,518.0,17.06,4905.0,0.761,15.398,289.31543,39.153278
4139816,Kepler,CONFIRMED,1,3.340218842,1.9104,1632.6,2.03,656.0,43.73,3950.0,0.493,15.954,286.07913,39.27832
5287983,Kepler,FALSE POSITIVE,0,2.507089906,2.0067,1339.2,30.26,1326.0,730.47,5926.0,0.939,15.555,295.37805,40.493401
5358241,Kepler,CONFIRMED,1,18.64932728,4.4056,893.6,3.12,701.0,57.13,5775.0,1.053,15.386,290.46176,40.562462
10875245,Kepler,CONFIRMED,1,4.90144976,4.1654,140.7,1.7,1262.0,598.74,5847.0,1.402,12.487,297.02826,48.208611
5358241,Kepler,CONFIRMED,1,9.75192101,4.793,418.0,2.76,870.0,135.66,5775.0,1.053,15.386,290.46176,40.562462
5358241,Kepler,CONFIRMED,1,38.5576546,5.794,993.0,4.02,550.0,21.71,5775.0,1.053,15.386,290.46176,40.562462
5358624,Kepler,CONFIRMED,1,3.525632539,2.59959,22335.0,11.58,975.0,213.12,5150.0,0.793,15.224,290.58173,40.5774
4664847,Kepler,CONFIRMED,1,7.748094239,3.5957,2472.1,5.52,964.0,204.39,5973.0,1.085,15.67,294.4899,39.771439
4725681,Kepler,CONFIRMED,1,23.96793669,3.827,1182.3,1.8,329.0,2.77,3747.0,0.524,15.414,283.86639,39.898079
4725681,Kepler,CONFIRMED,1,8.29561738,1.3421,824.3,1.82,469.0,11.39,3747.0,0.524,15.414,283.86639,39.898079
4913852,Kepler,CONFIRMED,1,8.11437482,2.2736,1558.0,2.1,460.0,10.55,3692.0,0.517,15.877,288.81201,40.033401
4932348,Kepler,FALSE POSITIVE,0,38.036729482,4.34617,82872.0,27.5,500.0,14.81,5575.0,0.932,15.472,294.14789,40.055538
11913073,Kepler,FALSE POSITIVE,0,3.747838198,5.0642,616.0,13.65,1031.0,266.76,5514.0,0.826,13.496,291.06152,50.265129
10875245,Kepler,CONFIRMED,1,14.74914825,6.0995,430.2,2.89,874.0,137.91,5847.0,1.402,12.487,297.02826,48.208611
5021899,Kepler,CONFIRMED,1,21.81295996,4.3791,1175.4,3.38,639.0,39.33,5601.0,0.999,15.54,294.77686,40.15374
5077629,Kepler,FALSE POSITIVE,0,7.91936937,3.3148,15148.0,10.34,814.0,104.0,5690.0,0.776,15.805,283.53845,40.217999
5164255,Kepler,CONFIRMED,1,15.37562369,3.3169,15337.0,11.01,600.0,30.54,4986.0,0.833,16.422,283.25354,40.358189
5252423,Kepler,CONFIRMED,1,8.10363271,3.161,887.9,2.11,687.0,52.82,4861.0,0.732,15.289,283.22141,40.421829
5252423,Kepler,CONFIRMED,1,4.71510843,2.506,417.5,1.46,823.0,108.84,4861.0,0.732,15.289,283.22141,40.421829
5272878,Kepler,CONFIRMED,1,6.365839713,2.9721,780.7,2.44,914.0,165.33,5776.0,0.849,15.09,291.14951,40.420521
5283542,Kepler,FALSE POSITIVE,0,5.97581754,3.065,962.4,3.86,1047.0,284.25,6108.0,0.997,15.546,294.22397,40.417858
5649215,Kepler,FALSE POSITIVE,0,2.446737317,4.7211,1177.9,26.25,1261.0,597.19,5764.0,0.863,15.021,298.96112,40.862808
5651104,Kepler,CONFIRMED,1,3.04033046,1.8411,10859.0,8.99,1021.0,257.29,5035.0,0.791,15.028,299.3161,40.82238
5792202,Kepler,CONFIRMED,1,15.33528675,3.897,3081.4,5.0,610.0,32.67,5251.0,0.817,15.855,292.23676,41.08588
10875245,Kepler,CONFIRMED,1,7.95825328,4.377,50.0,1.06,1074.0,314.15,5847.0,1.402,12.487,297.02826,48.208611
5792202,Kepler,CONFIRMED,1,31.33046135,5.176,5073.8,6.5,481.0,12.61,5251.0,0.817,15.855,292.23676,41.08588
5370302,Kepler,FALSE POSITIVE,0,3.9043425,3.831,16228.0,12.28,1104.0,351.05,5810.0,0.898,15.016,294.05676,40.549679
5372966,Kepler,FALSE POSITIVE,0,9.286358079,3.49949,44791.0,17.61,796.0,95.03,5670.0,0.821,15.365,294.74396,40.53392
5376067,Kepler,FALSE POSITIVE,0,3.951405455,2.1862,2453.9,31.44,1133.0,388.71,6046.0,0.869,15.446,295.50439,40.505489
5436502,Kepler,CONFIRMED,1,23.65369415,8.2183,3341.8,7.89,731.0,67.65,5739.0,1.384,15.084,287.89713,40.637821
5436502,Kepler,CONFIRMED,1,13.23352214,6.7372,504.6,3.06,888.0,146.67,5739.0,1.384,15.084,287.89713,40.637821
5436502,Kepler,CONFIRMED,1,6.15560285,4.9843,285.0,2.32,1146.0,406.94,5739.0,1.384,15.084,287.89713,40.637821
5436502,Kepler,CONFIRMED,1,2.090811305,3.388,115.9,1.62,1642.0,1718.04,5739.0,1.384,15.084,287.89713,40.637821
10875245,Kepler,CONFIRMED,1,3.180027898,3.5797,120.3,1.53,1458.0,1066.86,5847.0,1.402,12.487,297.02826,48.208611
5436502,Kepler,CONFIRMED,1,50.4467417,7.159,370.3,2.67,568.0,24.64,5739.0,1.384,15.084,287.89713,40.637821
5456651,Kepler,CONFIRMED,1,11.76307164,2.9076,1037.3,2.35,616.0,33.99,4959.0,0.756,15.208,294.20215,40.66341
5456651,Kepler,CONFIRMED,1,56.2279271,3.57,862.7,2.37,366.0,4.22,4959.0,0.756,15.208,294.20215,40.66341
5481416,Kepler,FALSE POSITIVE,0,2.384052875,3.0918,1268.1,17.06,1010.0,244.87,4794.0,0.701,15.836,299.64285,40.691238
5531576,Kepler,CONFIRMED,1,7.953547,2.6312,875.4,2.25,696.0,55.37,4768.0,0.779,15.66,291.15878,40.750271
5531576,Kepler,CONFIRMED,1,4.14451656,2.3421,391.8,1.48,864.0,132.08,4768.0,0.779,15.66,291.15878,40.750271
5534814,Kepler,FALSE POSITIVE,0,4.859386384,2.2757,6044.3,38.33,1114.0,364.23,6072.0,0.988,15.311,292.21436,40.759762
6291653,Kepler,CONFIRMED,1,10.526294577,2.5211,9768.0,8.24,713.0,61.16,5386.0,0.793,15.305,293.87811,41.66177
6392727,Kepler,CONFIRMED,1,4.583520948,2.7055,3812.1,5.39,1038.0,274.98,5815.0,0.877,15.287,299.18686,41.74268
6422070,Kepler,CONFIRMED,1,3.76181843,3.5176,510.6,2.66,1121.0,372.62,5653.0,0.949,15.257,283.31638,41.83712
6428700,Kepler,CONFIRMED,1,8.20396958,2.9667,1024.4,3.01,742.0,71.5,5015.0,0.826,15.376,286.5657,41.808399
6428700,Kepler,CONFIRMED,1,14.49645186,4.016,647.5,3.01,613.0,33.48,5015.0,0.826,15.376,286.5657,41.808399
5792202,Kepler,CONFIRMED,1,6.54626149,2.75,655.9,2.19,810.0,101.78,5251.0,0.817,15.855,292.23676,41.08588
5794379,Kepler,CONFIRMED,1,12.71809866,3.0957,1149.4,2.31,562.0,23.6,4702.0,0.686,15.389,292.91312,41.060921
5794379,Kepler,CONFIRMED,1,36.06588163,4.3246,1563.8,2.64,397.0,5.88,4702.0,0.686,15.389,292.91312,41.060921
5881688,Kepler,CONFIRMED,1,4.190425659,2.8589,2877.4,6.21,1234.0,547.9,6073.0,1.135,15.27,293.49661,41.137589
6022556,Kepler,CONFIRMED,1,3.709870784,3.0694,2020.3,4.35,1151.0,415.1,5727.0,0.978,15.581,283.86441,41.346458
6032497,Kepler,CONFIRMED,1,16.3297527,6.271,1187.5,3.75,727.0,66.08,5878.0,0.987,15.447,288.51001,41.301769
6061119,Kepler,CONFIRMED,1,27.807566216,4.21587,25391.0,13.84,554.0,22.24,5862.0,0.785,15.482,296.88821,41.396091
6191521,Kepler,CONFIRMED,1,80.8723469,11.195,3604.6,7.59,452.0,9.88,5510.0,1.238,15.201,287.1543,41.565788
6267425,Kepler,FALSE POSITIVE,0,3.166465862,2.9381,4357.2,26.82,954.0,196.31,4968.0,0.704,15.999,284.86929,41.679192
3531558,Kepler,CONFIRMED,1,24.99324319,5.9409,269.6,2.29,712.0,60.88,5718.0,1.317,12.377,287.36279,38.649601
6276477,Kepler,CONFIRMED,1,10.35533116,3.1775,750.6,2.47,777.0,86.22,5501.0,0.918,15.018,288.9942,41.633282
6863998,Kepler,CONFIRMED,1,16.08518937,3.984,1442.4,3.68,613.0,33.43,5239.0,0.826,15.219,292.10519,42.380322
6948054,Kepler,CONFIRMED,1,7.49018305,2.7297,1123.6,2.56,753.0,76.06,5103.0,0.787,15.599,291.63898,42.436321
6948054,Kepler,CONFIRMED,1,36.2761238,4.7865,1572.6,3.03,445.0,9.29,5103.0,0.787,15.599,291.63898,42.436321
6948054,Kepler,CONFIRMED,1,17.46087931,2.2641,812.4,2.32,568.0,24.6,5103.0,0.787,15.599,291.63898,42.436321
6435936,Kepler,CONFIRMED,1,56.0560754,4.685,1626.0,1.94,233.0,0.69,3593.0,0.491,15.849,289.50848,41.812119
6522242,Kepler,CONFIRMED,1,41.408316686,5.0264,22839.0,11.38,453.0,9.93,5522.0,0.747,15.196,291.76041,41.944069
6587280,Kepler,CONFIRMED,1,5.715425977,2.5242,908.1,2.47,850.0,123.03,5237.0,0.826,15.086,285.11047,42.033958
9471974,Kepler,CONFIRMED,1,49.18394185,11.3364,1646.2,8.2,669.0,47.4,5626.0,2.057,12.654,294.55917,46.062328
6587280,Kepler,CONFIRMED,1,20.0261412,1.611,421.2,2.28,559.0,23.14,5237.0,0.826,15.086,285.11047,42.033958
6675056,Kepler,FALSE POSITIVE,0,10.44331991,2.743,1159.8,2.66,667.0,46.94,4947.0,0.802,15.546,286.24356,42.148811
6685526,Kepler,CONFIRMED,1,2.237489571,1.8119,315.8,1.41,1160.0,427.17,5265.0,0.81,15.001,290.00757,42.116459
6756669,Kepler,FALSE POSITIVE,0,5.851520671,3.11058,33004.0,14.62,901.0,155.89,5532.0,0.806,15.33,284.08731,42.233231
6784235,Kepler,CONFIRMED,1,3.167893418,2.1814,781.2,2.62,1221.0,526.23,5895.0,0.94,15.533,293.81647,42.212502
6849310,Kepler,CONFIRMED,1,4.311780262,2.7251,1154.0,3.11,1038.0,274.84,5527.0,0.927,15.604,287.24268,42.301369
6849310,Kepler,CONFIRMED,1,20.0504494,4.556,840.9,2.69,622.0,35.44,5527.0,0.927,15.604,287.24268,42.301369
6849310,Kepler,CONFIRMED,1,9.76734503,1.6585,569.1,2.67,791.0,92.46,5527.0,0.927,15.604,287.24268,42.301369
9471974,Kepler,CONFIRMED,1,190.3200468,15.284,1141.7,7.78,426.0,7.8,5626.0,2.057,12.654,294.55917,46.062328
6862603,Kepler,FALSE POSITIVE,0,2.861159894,1.8832,1014.3,4.37,1355.0,797.1,6126.0,1.021,15.618,291.67172,42.343109
7366258,Kepler,CONFIRMED,1,26.44439337,3.9783,1843.5,3.91,562.0,23.54,5427.0,0.929,15.158,292.87338,42.966141
7366258,Kepler,CONFIRMED,1,51.53997972,6.3994,3644.3,5.51,450.0,9.67,5427.0,0.929,15.158,292.87338,42.966141
7366258,Kepler,CONFIRMED,1,5.902245782,2.9003,702.3,2.43,926.0,173.74,5427.0,0.929,15.158,292.87338,42.966141
7366258,Kepler,CONFIRMED,1,2.382951591,1.8876,391.6,1.86,1253.0,583.01,5427.0,0.929,15.158,292.87338,42.966141
7373451,Kepler,CONFIRMED,1,21.02250608,4.1072,1772.5,3.07,521.0,17.48,5067.0,0.75,15.859,294.90973,42.935261
6948054,Kepler,CONFIRMED,1,3.219814777,2.0642,488.2,1.69,998.0,234.93,5103.0,0.787,15.599,291.63898,42.436321
6949607,Kepler,CONFIRMED,1,5.912273234,2.3254,961.4,1.73,585.0,27.72,4072.0,0.57,15.036,292.13702,42.42942
6949607,Kepler,CONFIRMED,1,8.98581901,2.8606,881.3,1.65,509.0,15.9,4072.0,0.57,15.036,292.13702,42.42942
11869052,Kepler,FALSE POSITIVE,0,20.5452375,2.517,218.5,2.41,742.0,71.57,5670.0,1.264,12.003,294.40192,50.172089
7109675,Kepler,CONFIRMED,1,33.60123371,4.4056,7425.9,8.46,495.0,14.22,5149.0,0.93,15.262,289.26874,42.604172
7109675,Kepler,CONFIRMED,1,6.76652928,2.9004,450.7,1.97,845.0,120.48,5149.0,0.93,15.262,289.26874,42.604172
7118364,Kepler,CONFIRMED,1,4.347288783,2.1024,451.6,2.36,1174.0,449.79,5754.0,1.122,15.024,291.96417,42.69614
7134976,Kepler,CONFIRMED,1,4.601811819,2.2607,755.9,2.35,896.0,152.91,4986.0,0.833,15.024,296.48343,42.663429
7134976,Kepler,CONFIRMED,1,11.18719905,3.252,353.6,1.55,667.0,46.65,4986.0,0.833,15.024,296.48343,42.663429
7135852,Kepler,CONFIRMED,1,4.220965778,3.0854,2260.0,2.62,595.0,29.68,3837.0,0.517,15.692,296.69394,42.62611
7270230,Kepler,FALSE POSITIVE,0,6.998099523,2.0488,20285.0,588.66,853.0,125.22,5612.0,0.829,15.877,287.88412,42.832439
7287995,Kepler,CONFIRMED,1,5.95489993,2.3892,1410.7,2.33,635.0,38.52,4261.0,0.633,15.019,293.63696,42.82497
7287995,Kepler,CONFIRMED,1,12.03987488,2.7363,1250.6,2.18,502.0,15.06,4261.0,0.633,15.019,293.63696,42.82497
7287995,Kepler,CONFIRMED,1,20.83762895,2.3734,439.0,1.42,418.0,7.24,4261.0,0.633,15.019,293.63696,42.82497
3247396,Kepler,FALSE POSITIVE,0,8.8111022,5.0683,401.1,63.66,1399.0,904.92,6200.0,2.404,12.759,294.46088,38.383461
7303253,Kepler,CONFIRMED,1,23.58917143,5.073,1200.7,3.16,487.0,13.34,4919.0,0.721,15.316,297.46002,42.83992
5094751,Kepler,CONFIRMED,1,6.481633073,3.784,298.5,2.54,1145.0,406.25,5945.0,1.302,12.365,290.39273,40.28487
7678434,Kepler,CONFIRMED,1,10.37168928,3.035,1254.9,3.2,720.0,63.68,5121.0,0.888,15.193,290.39322,43.363899
